cat,joint,steel,split,part,top,nomI,nomV,nomSpeed,n_on,dur_s,I_mean,I_std,I_cv,V_mean,V_std,V_cv,feed_mean,gas_mean,press_mean,wire,n_img
Good,NON_FILLET,FE410,TRAIN,08-17-22-0005-00,good_weld_08_17_22_plane_plate,180,24.0,30,243,26.73,178.32201646090536,14.170361151829605,0.07946501185363312,24.856666666666666,1.288094563029355,0.051820888951160854,59.18827160493828,13.905102880658436,0.10839506172839503,2204.1,5
Good,NON_FILLET,FE410,TRAIN,08-17-22-0016-00,good_weld_08_17_22_plane_plate,180,24.0,30,241,26.51,175.04207468879667,17.901497954390997,0.10226968565253619,25.0550622406639,2.0683939261199633,0.08255393286403409,34.70896265560166,13.440746887966805,0.07348547717842324,1649.34,5
Good,NON_FILLET,FE410,TRAIN,11-18-22-0207-00,good_weld_17_11-18-22_plane_plate,160,21.0,30,220,24.2,121.21318181818182,15.080244110509108,0.12441092531610362,22.461045454545452,2.0108021747681453,0.08952397958667674,35.835772727272726,11.191454545454546,0.043136363636363646,1355.25,5
Good,NON_FILLET,FE410,TRAIN,10-21-22-0161-00,good_weld_15_10-21-22_Plane_Plate,155,20.0,30,232,25.52,142.31586206896552,14.4254045728055,0.10136188871072589,20.89081896551724,1.9635809063399061,0.09399252894685593,40.51008620689655,16.475905172413793,0.24129310344827581,1640.66,5
Good,FILLET,FE410,TRAIN,02-17-23-0110-00,good_weld_6_02-17-23_Fe410,165,19.0,25,279,30.69,134.5883512544803,10.157436946858882,0.07547040180062203,20.36010752688172,1.2637717567443025,0.06207097654448671,45.693835125448025,33.60924731182796,0.6227598566308243,2148.2,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0428-00,good_weld_28_12-13-22_butt,160,22.0,30,234,25.74,150.87380341880342,12.309156352370893,0.08158577614831179,17.890470085470085,1.838895741011866,0.1027863288234859,36.0,17.255042735042736,0.07837606837606839,1436.07,5
Good,NON_FILLET,FE410,TRAIN,09-30-22-0059-00,good_weld_9_09-29-22_butt,160,23.0,30,232,25.52,147.82668103448273,16.33742278662935,0.1105174158839324,24.276163793103446,2.500636530027257,0.1030078949598147,35.89534482758621,12.091551724137933,0.13512931034482759,1525.57,5
Good,NON_FILLET,FE410,TRAIN,09-26-22-0017-00,good_weld_3_09-26-22_plane_plate,170,23.0,30,235,25.85,166.68097872340425,15.562203812427894,0.09336520538586657,24.08672340425532,1.4370152129720644,0.05966005375053179,42.62757446808511,13.49940425531915,0.194,1769.18,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0369-00,good_weld_25_12-13-22_butt,155,20.0,30,233,25.63,140.41450643776824,13.06866543463468,0.09307204623068427,20.975493562231758,1.6947176657346803,0.08079512697551824,35.718068669527895,17.05296137339056,0.06815450643776826,1436.89,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0417-00,good_weld_27_12-13-22_butt,160,21.0,30,234,25.74,148.94871794871796,11.430006855570513,0.07673786664955241,17.915170940170942,1.3672233746033502,0.07631651292467681,36.00111111111111,17.62320512820513,0.06782051282051284,1440.98,5
Good,NON_FILLET,FE410,TRAIN,09-26-22-0071-00,good_weld_6_09-26-22_plane_plate,160,22.0,30,234,25.74,167.6835042735043,12.767835951235591,0.0761424685543922,22.874230769230767,1.2700821364038946,0.055524583502599936,40.331965811965816,12.687820512820512,0.11076923076923079,1690.49,5
Good,NON_FILLET,FE410,TRAIN,10-20-22-0093-00,good_weld_11_10-20-22_Plane_Plate,150,21.0,30,234,25.74,135.0594871794872,10.287184898039131,0.07616780659301618,21.961923076923078,1.290406388087861,0.05875652981608795,33.45747863247863,16.04820512820513,0.20029914529914525,1421.64,5
Good,NON_FILLET,FE410,TRAIN,12-31-22-0013-00,9_good_weld_plane_plate,160,21.0,30,234,25.74,148.6694017094017,12.756829176078064,0.08580668940212284,21.934871794871796,1.7879993928932036,0.08151401155265581,40.44816239316239,11.881923076923076,0.08576923076923076,1655.41,5
Good,FILLET,FE410,TRAIN,02-13-23-0051-00,good_weld_3_02-13-23_Fe410,150,18.0,25,274,30.14,119.77748175182481,8.156018915558485,0.06809309058991156,19.035474452554745,1.331912321968256,0.06997000916830316,39.03240875912409,22.43817518248175,0.5568248175182482,1823.12,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0362-00,good_weld_25_12-13-22_butt,155,20.0,30,236,25.96,147.85021186440676,10.15028113842001,0.0686524625864508,20.746822033898304,1.4740748509033157,0.07105063361004493,35.48088983050848,17.440084745762714,0.035847457627118676,1434.92,5
Good,NON_FILLET,FE410,TRAIN,09-26-22-0043-00,good_weld_5_09-26-22_plane_plate,160,23.0,30,236,25.96,163.29050847457626,12.900714830760688,0.07900468282741174,24.06406779661017,1.604729837294493,0.06668572623954068,39.25122881355932,12.504110169491524,0.13944915254237283,1652.62,5
Good,FILLET,FE410,TRAIN,02-13-23-0045-00,good_weld_3_02-13-23_Fe410,150,18.0,25,286,31.46,121.20723776223778,11.0022904661332,0.09077255343212658,19.191013986013985,1.385233409864094,0.07218135586132257,38.87356643356643,23.12800699300699,0.5676223776223777,1844.75,5
Good,NON_FILLET,FE410,TRAIN,09-30-22-0066-00,good_weld_10_09-29-22_butt,160,22.0,30,233,25.63,145.60862660944204,16.137209593064586,0.1108259171783038,23.21274678111588,2.2488188873695507,0.09687862055166252,28.748755364806865,12.781974248927037,0.10725321888412015,1413.61,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0363-00,good_weld_25_12-13-22_butt,155,20.0,30,234,25.74,142.40529914529913,15.812085727706595,0.1110357958770424,21.201239316239317,2.681000822508843,0.12645491060776345,35.26773504273504,17.48551282051282,0.03683760683760683,1419.34,5
Good,NON_FILLET,FE410,TRAIN,11-18-22-0184-00,good_weld_16_11-18-22_plane_plate,170,24.0,30,220,24.2,158.61413636363636,11.887845205683329,0.07494820750673467,25.27554545454545,1.359492979867131,0.053786889873929315,40.93963636363636,10.454863636363635,0.05359090909090909,1606.23,5
Good,NON_FILLET,FE410,TRAIN,09-26-22-0042-00,good_weld_5_09-26-22_plane_plate,160,23.0,30,233,25.63,164.66021459227466,13.236778453727403,0.0803884440847099,23.83008583690987,0.8141967648613025,0.03416675753640014,40.592532188841204,13.109356223175967,0.14965665236051504,1691.15,5
Good,NON_FILLET,FE410,TRAIN,10-20-22-0136-00,good_weld_13_10-20-22_Plane_Plate,150,20.0,30,234,25.74,132.91230769230768,11.138661078305843,0.08380458718760546,21.188717948717947,2.23960796633081,0.10569813481642576,38.849914529914535,17.360470085470084,0.17666666666666664,1562.95,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0444-00,good_weld_29_12-13-22_butt,165,21.0,30,236,25.96,155.6706779661017,13.0269049722268,0.08368245800961627,19.5264406779661,1.5420577715941792,0.07897280395470425,39.27186440677966,15.245423728813556,0.06288135593220338,1600.82,5
Good,NON_FILLET,FE410,TRAIN,10-21-22-0156-00,good_weld_14_10-21-22_Plane_Plate,150,19.0,30,232,25.52,136.49512931034485,10.512158327882965,0.07701489702230904,19.850301724137932,1.7972348637063795,0.09053942296105984,38.022629310344826,15.684525862068964,0.2836637931034483,1519.18,5
Good,NON_FILLET,FE410,TRAIN,09-26-22-0034-00,good_weld_4_09-26-22_plane_plate,170,22.0,30,233,25.63,174.9890128755365,12.586974362028023,0.07193008381035153,23.11236051502146,1.5633477034500327,0.0676411958196119,41.1162660944206,12.568454935622317,0.16566523605150216,1751.31,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0381-00,good_weld_26_12-13-22_butt,155,19.0,30,235,25.85,145.9172340425532,11.499065755832332,0.07880539835670755,19.54553191489362,1.0089412418632921,0.05162004524903632,35.34221276595745,17.65591489361702,0.08310638297872341,1431.31,5
Good,NON_FILLET,FE410,TRAIN,11-20-22-0227-00,good_weld_18_11-18-22_plane_plate,160,22.0,30,222,24.42,150.52725225225225,10.150899526347377,0.06743562627009618,22.93400900900901,1.7416057655084882,0.07593987448179448,37.145855855855864,15.686306306306307,0.07108108108108108,1463.44,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0446-00,good_weld_29_12-13-22_butt,165,21.0,30,235,25.85,148.78042553191486,11.064598810019989,0.07436864608003507,19.916723404255322,1.4481909980239456,0.07271231159009475,38.095021276595745,14.065574468085106,0.059829787234042565,1577.05,5
Good,NON_FILLET,FE410,TRAIN,10-21-22-0141-00,good_weld_14_10-21-22_Plane_Plate,150,19.0,30,230,25.3,135.12095652173915,14.326856478248107,0.10602986277663827,19.987000000000002,2.7521947018435835,0.1376992395979178,37.75821739130434,13.742826086956521,0.28800000000000003,1541.15,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0432-00,good_weld_28_12-13-22_butt,160,22.0,30,235,25.85,146.4609361702128,11.237737551379555,0.07672856561779294,18.230297872340426,1.3392846016535183,0.07346476788432088,35.59323404255319,17.596765957446806,0.11161702127659573,1435.74,5
Good,NON_FILLET,FE410,TRAIN,10-20-22-0102-00,good_weld_12_10-20-22_Plane_Plate,150,22.0,30,235,25.85,133.90893617021277,11.012153975867575,0.0822361396544136,23.162638297872345,1.7411745277639004,0.07517168404446568,33.408468085106385,17.535404255319147,0.23510638297872347,1312.62,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0308-00,good_weld_22_12-13-22_butt,150,22.0,30,233,25.63,139.81798283261804,10.845815447620428,0.07757096210295357,22.856394849785403,1.5398902385786828,0.06737240272138284,33.17274678111588,13.13884120171674,0.10180257510729615,1344.59,5
Good,NON_FILLET,FE410,TRAIN,10-21-22-0180-00,good_weld_15_10-21-22_Plane_Plate,155,20.0,30,234,25.74,141.7194017094017,10.676128100978133,0.07533286178324218,20.878034188034185,1.3920079912677226,0.06667332655607601,40.54311965811966,14.619273504273504,0.19923076923076918,1626.23,5
Good,NON_FILLET,FE410,TRAIN,11-18-22-0209-00,good_weld_17_11-18-22_plane_plate,160,21.0,30,222,24.42,125.06882882882883,15.434304522336435,0.12340648478814867,22.406891891891892,2.322157246581831,0.10363584819285543,35.69576576576577,9.969774774774775,0.120990990990991,1403.12,5
Good,FILLET,FE410,TRAIN,02-17-23-0115-00,good_weld_6_02-17-23_Fe410,165,19.0,25,279,30.69,132.18021505376345,9.592356967075473,0.07257029324073837,20.38086021505376,1.0293173569881526,0.05050411739872862,45.4573476702509,34.20781362007168,0.5647311827956989,2155.08,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0406-00,good_weld_27_12-13-22_butt,160,21.0,30,235,25.85,144.78757446808513,13.975645929057734,0.09652517476310318,18.406425531914895,2.5200722393719244,0.1369126360249779,36.609744680851065,17.234340425531915,0.043744680851063825,1451.64,5
Good,NON_FILLET,FE410,TRAIN,10-21-22-0171-00,good_weld_15_10-21-22_Plane_Plate,155,20.0,30,233,25.63,140.19201716738198,17.880363573399322,0.12754195234990517,21.19004291845494,2.7582929031430607,0.13016929289656107,40.237167381974245,15.352317596566522,0.1859656652360515,1644.26,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0371-00,good_weld_25_12-13-22_butt,155,20.0,30,234,25.74,140.96931623931624,13.047963432852539,0.09255888998355992,20.868589743589745,1.544275090872479,0.07399997363726209,35.925213675213676,16.792692307692306,0.07871794871794872,1440.66,5
Good,NON_FILLET,FE410,TRAIN,11-18-22-0189-00,good_weld_16_11-18-22_plane_plate,170,24.0,30,219,24.09,161.25242009132418,14.500955206966777,0.08992705473042986,25.212191780821918,1.5625595738297458,0.061976348086417984,41.62324200913241,10.412557077625573,0.0652054794520548,1607.87,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0408-00,good_weld_27_12-13-22_butt,160,21.0,30,235,25.85,154.31025531914895,11.403573810916876,0.07390029773025568,17.73868085106383,1.3902002731326433,0.07837111929601404,35.26314893617021,17.458510638297874,0.09361702127659574,1430.82,5
Good,NON_FILLET,FE410,TRAIN,09-26-22-0062-00,good_weld_6_09-26-22_plane_plate,160,22.0,30,234,25.74,165.31145299145297,13.501404807846269,0.08167253123438657,22.997948717948717,1.3173921035289413,0.05728302639881897,39.15205128205128,13.814957264957267,0.13205128205128203,1678.85,5
Good,FILLET,FE410,TRAIN,02-13-23-0044-00,good_weld_3_02-13-23_Fe410,150,18.0,25,285,31.35,123.07603508771929,11.148633911711158,0.09058330408324622,19.04582456140351,1.283373540778078,0.06738345912199795,39.04189473684211,23.130035087719296,0.5034736842105263,1844.1,5
Good,NON_FILLET,FE410,TRAIN,09-30-22-0078-00,good_weld_10_09-29-22_butt,160,22.0,30,233,25.63,146.31214592274677,11.348895914520266,0.0775663280922181,22.94656652360515,1.1341711488611335,0.04942661673128356,38.38957081545065,15.159656652360514,0.0959227467811159,1591.97,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0372-00,good_weld_25_12-13-22_butt,155,20.0,30,233,25.63,140.16995708154508,9.402037632134915,0.06707598281324434,20.89158798283262,1.2987804499207494,0.06216762703668121,35.803562231759656,16.567510729613733,0.07373390557939914,1439.34,5
Good,NON_FILLET,FE410,TRAIN,09-30-22-0046-00,good_weld_9_09-29-22_butt,160,23.0,30,234,25.74,148.53089743589743,12.788518977820997,0.08610005863150616,24.1725641025641,1.338425603734326,0.05536961648153631,34.83679487179487,10.727606837606837,0.20042735042735046,1543.93,5
Good,NON_FILLET,FE410,TRAIN,09-26-22-0015-00,good_weld_3_09-26-22_plane_plate,170,23.0,30,234,25.74,172.5401282051282,15.18665532576192,0.08801810618632973,24.02094017094017,1.6349464077032532,0.06806338120275422,40.924786324786325,12.575128205128205,0.18072649572649574,1805.08,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0351-00,good_weld_24_12-13-22_butt,150,19.0,30,236,25.96,138.47796610169493,13.784640978621255,0.09954393010436145,19.949025423728816,2.724618791096782,0.1365790424957764,32.90033898305085,15.160932203389832,0.06961864406779661,1348.03,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0301-00,good_weld_22_12-13-22_butt,150,22.0,30,235,25.85,139.51395744680852,12.840174669907611,0.09203505444824825,22.88940425531915,1.168051406409839,0.05103022312773395,33.93468085106383,13.77459574468085,0.08948936170212766,1360.66,5
Good,NON_FILLET,FE410,TRAIN,10-20-22-0114-00,good_weld_12_10-20-22_Plane_Plate,150,22.0,30,234,25.74,138.02957264957263,11.294225718504846,0.0818246807673487,22.978034188034187,1.4383265427090455,0.06259571775979227,35.52824786324786,16.773162393162394,0.17106837606837608,1390.33,5
Good,FILLET,FE410,TRAIN,04-01-23-0025-00,3_good_weld_4_02-14-23_Fe410,155,18.0,25,237,26.07,157.78759493670887,11.756062685658273,0.07450562061215153,18.566919831223633,0.9644943600998288,0.051946923284381136,0.1238818565400844,18.140084388185656,0.0879746835443038,8.2,5
Good,FILLET,FE410,TRAIN,04-01-23-0023-00,2_good_weld_2_02-09-23_Fe410,165,21.0,25,236,25.96,175.35262711864408,10.793159490727575,0.061551170735667925,17.624618644067795,2.030649896679623,0.11521667150302352,0.23470338983050848,20.478474576271186,0.10737288135593222,5.41,5
Good,NON_FILLET,FE410,TRAIN,09-30-22-0068-00,good_weld_10_09-29-22_butt,160,22.0,30,232,25.52,141.89685344827586,14.063764591030955,0.09911258952727565,23.70676724137931,2.8196911772744344,0.11894034933420887,36.172370689655175,13.00060344827586,0.13814655172413792,1515.08,5
Good,NON_FILLET,FE410,TRAIN,10-20-22-0085-00,good_weld_11_10-20-22_Plane_Plate,150,21.0,30,233,25.63,133.33798283261802,9.049020796694764,0.06786528942810084,22.10969957081545,1.55087277842849,0.07014445282086167,27.779613733905574,14.628669527896996,0.2332188841201717,1155.41,5
Good,NON_FILLET,FE410,TRAIN,10-20-22-0131-00,good_weld_13_10-20-22_Plane_Plate,150,20.0,30,235,25.85,138.58140425531911,13.276808717799684,0.09580512471455986,20.810382978723407,1.6669867199517105,0.08010360605357635,38.00655319148937,16.91842553191489,0.17638297872340425,1533.44,5
Good,NON_FILLET,FE410,TRAIN,09-29-22-0006-00,good_weld_7_09-29-22_butt,170,23.0,30,233,25.63,161.37145922746782,15.046816753493118,0.09324335806050595,24.152832618025755,1.7970170811558694,0.07440191838263802,41.946437768240344,12.288969957081544,0.1750214592274678,1705.25,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0439-00,good_weld_28_12-13-22_butt,160,22.0,30,234,25.74,144.08829059829063,9.938065268019391,0.06897205336224102,18.151282051282053,1.5015668717443913,0.08272511371384554,35.8248717948718,18.759188034188032,0.07457264957264959,1446.56,5
Good,NON_FILLET,FE410,TRAIN,10-21-22-0178-00,good_weld_15_10-21-22_Plane_Plate,155,20.0,30,231,25.41,136.4930303030303,18.00161438156467,0.13188669298057934,21.22385281385282,2.6225053330203747,0.12356405578296624,36.126666666666665,15.14904761904762,0.19419913419913423,1572.62,5
Good,FILLET,FE410,TRAIN,02-13-23-0060-00,good_weld_3_02-13-23_Fe410,150,18.0,25,277,30.47,118.21971119133575,10.149917108409886,0.08585638559023791,19.00310469314079,1.0762275262578058,0.0566342996913695,39.194945848375454,23.602057761732855,0.5490613718411552,1819.18,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0290-00,good_weld_21_12-13-22_butt,150,21.0,30,233,25.63,133.4025321888412,13.739948740996432,0.10299616143377634,22.290686695278968,2.712663224175894,0.12169491506739537,33.60854077253219,11.987596566523603,0.06682403433476394,1351.48,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0437-00,good_weld_28_12-13-22_butt,160,22.0,30,235,25.85,137.9486808510638,11.192942619871047,0.08113845345107358,18.446765957446807,1.9709461718959664,0.10684507931864944,35.2784255319149,17.348,0.07408510638297874,1439.18,5
Good,NON_FILLET,FE410,TRAIN,11-18-22-0203-00,good_weld_17_11-18-22_plane_plate,160,21.0,30,222,24.42,144.68635135135136,11.401777416529589,0.0788034068869558,21.935225225225224,1.3784077290831267,0.06283991684288592,36.72418918918919,11.035225225225226,0.06518018018018015,1451.64,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0384-00,good_weld_26_12-13-22_butt,155,19.0,30,234,25.74,145.10931623931626,9.845038071930494,0.06784566509633277,19.67923076923077,1.7597535205121115,0.08942186517084567,34.82555555555556,16.87363247863248,0.0720940170940171,1427.21,5
Good,NON_FILLET,FE410,TRAIN,09-26-22-0045-00,good_weld_5_09-26-22_plane_plate,160,23.0,30,233,25.63,163.0137339055794,17.57733857148103,0.10782734773538868,24.18854077253219,2.3907578006726204,0.09883844681476181,37.30454935622318,12.653476394849786,0.14708154506437768,1613.12,5
Good,NON_FILLET,FE410,TRAIN,11-20-22-0277-00,good_weld_20_11-20-22_plane_plate,140,19.0,30,220,24.2,132.7014090909091,7.438462692595877,0.056054134945168865,19.54177272727273,1.4967557132031353,0.07659262719365502,32.82345454545455,16.127954545454543,0.07490909090909091,1271.31,5
Good,NON_FILLET,FE410,TRAIN,10-21-22-0174-00,good_weld_15_10-21-22_Plane_Plate,155,20.0,30,232,25.52,145.86275862068968,11.48661288082572,0.07874945592312704,20.829784482758622,1.632524257457372,0.07837451505120739,41.532931034482765,14.749698275862068,0.21875000000000003,1672.13,5
Good,FILLET,FE410,TRAIN,02-14-23-0073-00,good_weld_4_02-14-23_Fe410,155,18.0,25,278,30.580000000000002,125.00215827338128,6.864100800656551,0.05491185828683595,19.19841726618705,1.7839119625817632,0.09291974113530982,40.89255395683453,23.472410071942445,0.6090647482014389,1911.48,5
Good,FILLET,FE410,TRAIN,04-01-23-0020-00,2_good_weld_2_02-09-23_Fe410,165,21.0,25,239,26.29,178.0121757322176,16.682763140517277,0.09371697790837091,17.462175732217574,1.855319479860484,0.10624789879060914,0.1902092050209205,21.487866108786612,0.10573221757322175,22.3,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0310-00,good_weld_22_12-13-22_butt,150,22.0,30,237,26.07,139.54392405063288,12.863606535334567,0.09218320770933076,22.85810126582279,1.4688180500926766,0.0642580953252158,34.38805907172996,13.284261603375532,0.07552742616033757,1361.8,5
Good,FILLET,FE410,TRAIN,02-17-23-0093-00,good_weld_5_02-16-23_Fe410,160,19.0,25,279,30.69,129.99379928315415,10.489923629070923,0.08069556922651086,20.34695340501792,1.6240584548370087,0.07981826185518698,43.12139784946236,22.82501792114695,0.543763440860215,2049.84,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0450-00,good_weld_29_12-13-22_butt,165,21.0,30,233,25.63,149.8931330472103,9.693356330603436,0.06466844833745931,19.905150214592272,1.7912103639314834,0.08998728191552981,39.93613733905579,13.619098712446352,0.04463519313304721,1610.0,5
Good,FILLET,FE410,TRAIN,02-17-23-0105-00,good_weld_6_02-17-23_Fe410,165,19.0,25,279,30.69,133.76591397849464,9.004964326689352,0.06731882629035875,20.43695340501792,1.6192243351251197,0.07923022101364427,45.851182795698925,31.78985663082438,0.5446953405017921,2157.54,5
Good,FILLET,FE410,TRAIN,04-01-23-0041-00,5_good_weld_7_02-17-23_Fe410,165,20.0,25,236,25.96,169.193093220339,9.620602060593416,0.056861671345322426,21.078855932203393,1.598792085403114,0.07584814330271816,0.3216525423728813,17.34300847457627,0.08372881355932203,9.84,5
Good,NON_FILLET,FE410,TRAIN,11-18-22-0183-00,good_weld_16_11-18-22_plane_plate,170,24.0,30,220,24.2,159.64981818181818,14.851237882192105,0.09302383210533119,25.162954545454546,0.9904036803138627,0.03935959422113131,42.50186363636364,10.144136363636363,0.03445454545454545,1623.77,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0441-00,good_weld_29_12-13-22_butt,165,21.0,30,236,25.96,153.1951694915254,10.678637432648367,0.06970609757534879,19.80898305084746,1.5167200837588528,0.07656728666310637,40.2471186440678,17.785169491525423,0.06699152542372881,1610.0,5
Good,FILLET,FE410,TRAIN,04-01-23-0014-00,2_good_weld_2_02-09-23_Fe410,165,21.0,25,237,26.07,188.18261603375527,13.544289868524787,0.07197418206841848,17.13607594936709,2.0859494146093156,0.12172853462909394,0.2230379746835443,21.14915611814346,0.14092827004219408,15.57,5
Good,NON_FILLET,FE410,TRAIN,10-21-22-0175-00,good_weld_15_10-21-22_Plane_Plate,155,20.0,30,231,25.41,145.72411255411257,9.12800406610091,0.0626389408459177,20.821471861471863,1.3866639660132385,0.06659778786240021,41.15593073593074,15.343030303030304,0.21705627705627706,1650.98,5
Good,NON_FILLET,FE410,TRAIN,12-13-22-0422-00,good_weld_28_12-13-22_butt,160,22.0,30,470,51.7,148.12787234042554,12.844146590832,0.08670985674670159,18.0523829787234,2.2129988775684093,0.1225876317922491,35.5628085106383,17.87968085106383,0.0742127659574468,1434.59,5
Good,NON_FILLET,FE410,TRAIN,12-31-22-0002-00,8_good_weld_plane_plate,170,24.0,30,234,25.74,151.23726495726498,12.464015647040405,0.0824136541384979,23.01726495726496,1.2836717213893254,0.05576995024268333,44.254700854700864,12.542521367521367,0.06611111111111109,1806.07,5
Good,NON_FILLET,FE410,TRAIN,09-26-22-0041-00,good_weld_5_09-26-22_plane_plate,160,23.0,30,234,25.74,167.99200854700854,9.745735626478597,0.05801309068670065,23.819188034188038,0.8770838967375303,0.03682257747319676,41.06743589743589,13.591794871794871,0.14666666666666667,1679.34,5
Good,FILLET,FE410,TRAIN,02-17-23-0098-00,good_weld_5_02-16-23_Fe410,160,19.0,25,278,30.580000000000002,128.5813309352518,8.22180187185573,0.06394242315002857,20.23615107913669,1.2601624181243394,0.06227283109304105,43.37971223021583,21.142553956834533,0.5585611510791366,2041.64,5
Good,NON_FILLET,FE410,TRAIN,10-20-22-0109-00,good_weld_12_10-20-22_Plane_Plate,150,22.0,30,233,25.63,133.99476394849785,10.890136515565827,0.08127285122686997,23.087982832618025,1.380098309734345,0.059775612262868746,36.30622317596567,17.74472103004292,0.20407725321888412,1472.13,5
Good,NON_FILLET,FE410,TRAIN,09-26-22-0031-00,good_weld_4_09-26-22_plane_plate,170,22.0,30,235,25.85,175.91778723404255,14.803274794969925,0.08414882330958108,22.99323404255319,1.3094755623564729,0.05695047334068137,43.34246808510638,13.05876595744681,0.15634042553191493,1799.67,5
